gene_id,ERR4198627,ERR4198629,ERR4198630,ERR4198632,ERR4198634,ERR4198636,ERR4198638,ERR4198640,ERR4198642
ENSG00000226782.2|ENSG00000226782,0,0,0,0,0,0,0,0,0
ENSG00000231888.1|MTND5P15,9,2,1,2,2,19,0,16,8
ENSG00000201343.1|Y_RNA,2,5,4,3,3,7,0,18,0
ENSG00000200882.1|RNU6-681P,4,2,2,2,1,10,0,6,1
ENSG00000236893.1|ASS1P7,2,0,4,0,0,1,0,0,2
ENSG00000286003.1|ENSG00000286003,0,0,0,0,0,0,0,5,3
ENSG00000223930.8|ENSG00000223930,7,6,3,19,0,26,10,25,24
ENSG00000197584.13|KCNMB2,33,29,31,27,13,76,45,197,313
ENSG00000223941.5|LINC01014,2,0,0,0,2,0,0,0,0
ENSG00000237978.6|KCNMB2-AS1,37,9,31,40,18,154,62,144,123
ENSG00000275163.1|ENSG00000275163,34,0,0,0,7,0,0,0,0
ENSG00000252336.1|RNA5SP148,1,0,0,0,0,0,0,0,0
ENSG00000271131.1|PPIAP75,2,0,3,2,0,0,0,0,3
ENSG00000172667.11|ZMAT3,7456,3979,9152,2571,1717,12357,3856,3538,4030
ENSG00000229102.1|ENSG00000229102,0,0,0,0,0,0,0,0,0
ENSG00000201957.1|ENSG00000201957,0,0,0,0,0,0,1,0,2
ENSG00000171121.17|KCNMB3,61,53,35,12,13,162,21,112,29
ENSG00000171109.19|MFN1,4877,2373,3375,1193,1264,4372,824,2013,1389
ENSG00000239255.1|ENSG00000239255,0,0,0,0,0,0,0,0,0
ENSG00000136518.17|ACTL6A,8907,3611,6175,1554,1509,4769,298,342,289
ENSG00000136521.13|NDUFB5,7646,2718,4911,2206,1852,4918,962,670,1490
ENSG00000239096.1|ENSG00000239096,0,0,0,0,0,0,0,0,0
ENSG00000288698.1|ENSG00000288698,316,40,137,27,8,50,4,8,5
ENSG00000058056.10|USP13,4308,1972,2928,609,661,3812,763,1065,1292
ENSG00000114757.19|PEX5L,315,156,498,219,95,808,240,461,760
ENSG00000243799.1|PEX5L-AS1,0,0,0,0,0,1,0,0,0
ENSG00000244302.2|PEX5L-AS2,0,0,0,0,0,0,0,0,0
ENSG00000287645.1|ENSG00000287645,0,0,0,0,0,1,5,2,2
ENSG00000121879.6|PIK3CA,3923,2321,3120,1650,1429,4930,1424,2134,3268
ENSG00000240429.1|LRRFIP1P1,83,58,56,22,16,140,23,86,42
ENSG00000121864.10|ZNF639,3239,2027,2651,1131,1209,3417,704,783,1439
ENSG00000260743.1|ENSG00000260743,25,18,13,13,6,33,16,16,29
ENSG00000289574.1|ENSG00000289574,125,105,76,97,91,149,78,366,112
ENSG00000114450.11|GNB4,10080,4363,5870,1717,2124,4695,1456,1558,2349
ENSG00000242539.2|ENSG00000242539,6,6,7,6,5,14,6,39,4
ENSG00000272699.1|ENSG00000272699,4,5,0,3,1,11,4,14,2
ENSG00000181260.8|MTHFD2P7,23,5,26,3,7,11,0,1,2
ENSG00000272910.1|ENSG00000272910,14,7,15,13,6,37,7,18,19
ENSG00000272660.1|ENSG00000272660,1,3,6,3,2,3,1,4,1
ENSG00000136522.14|MRPL47,4079,1977,3120,1155,1144,2855,485,496,818
ENSG00000243977.1|H3P13,2,0,2,3,0,2,1,0,2
ENSG00000213155.4|ENSG00000213155,0,0,3,0,0,0,0,0,0
ENSG00000242512.9|LINC01206,6,8,10,31,9,33,8,29,21
ENSG00000252257.1|RN7SKP265,0,0,0,0,0,0,0,0,1
ENSG00000201822.1|RNA5SP149,0,0,0,0,0,0,0,0,0
ENSG00000282327.1|ENSG00000282327,0,0,0,0,0,0,0,0,0
ENSG00000213158.6|GAPDHP36,0,0,0,0,0,4,0,0,0
ENSG00000241696.2|LINC02053,0,0,0,7,0,0,0,0,2
ENSG00000201810.1|U8,0,0,0,0,1,0,0,0,0
ENSG00000199986.1|RNU6-486P,0,0,0,1,0,0,0,0,0
ENSG00000241946.1|ENSG00000241946,0,0,0,1,0,4,0,0,0
ENSG00000284862.3|CCDC39,37,128,42,15,0,116,20,29,32
ENSG00000163728.11|TTC14,2939,1871,2592,1393,1069,4427,831,2348,1147
ENSG00000145075.13|CCDC39,21,0,34,0,35,10,0,21,14
ENSG00000243187.1|CCDC39-AS1,0,0,0,0,0,0,0,0,0
ENSG00000285336.1|ENSG00000285336,0,0,0,3,0,2,0,1,0
ENSG00000241473.1|ENSG00000241473,0,0,0,0,0,0,0,0,0
ENSG00000239516.1|FLYWCH1P1,0,0,0,0,2,0,0,0,0
ENSG00000114416.18|FXR1,17596,7329,10532,4532,4023,12791,1486,3303,2794
ENSG00000205981.9|DNAJC19,2208,1183,1659,777,692,2054,387,451,580
ENSG00000242808.11|SOX2-OT,1480,1720,1439,2756,2944,7402,1263,4007,2218
ENSG00000237806.1|FAUP2,0,0,0,0,0,0,0,0,0
ENSG00000241231.2|ENSG00000241231,9,0,0,5,0,13,3,0,9
ENSG00000235294.1|RPL7AP25,0,0,0,0,1,0,0,2,0
ENSG00000239381.7|ENSG00000239381,8,5,7,4,3,8,7,14,7
ENSG00000199839.1|RNA5SP150,0,0,0,0,0,0,0,0,0
ENSG00000239880.1|RALBP1P1,48,16,16,6,11,19,2,3,6
ENSG00000239774.1|ENSG00000239774,27,14,19,12,6,38,5,5,10
ENSG00000242811.3|RN7SL229P,1,0,0,0,0,2,0,0,0
ENSG00000242068.1|ENSG00000242068,19,0,5,5,2,11,2,2,7
ENSG00000213157.3|RPL32P10,4,5,1,0,0,2,0,0,0
ENSG00000242140.1|ENSG00000242140,23,16,27,7,9,16,3,6,5
ENSG00000206932.1|RNU6-4P,28,9,20,65,16,94,7,17,17
ENSG00000276074.1|ENSG00000276074,1,1,1,1,1,1,1,1,1
ENSG00000276690.1|ENSG00000276690,9,1,1,6,1,18,1,4,1
ENSG00000289435.1|ENSG00000289435,8,8,15,6,4,3,0,5,0
ENSG00000181449.4|SOX2,20068,14162,11295,4857,6314,16898,3581,2662,4010
ENSG00000278026.1|ENSG00000278026,1,2,1,1,1,3,1,2,1
ENSG00000266317.2|RN7SL703P,2,0,0,0,0,0,0,5,2
ENSG00000241098.1|LINC01994,0,0,0,0,1,0,2,3,0
ENSG00000244199.1|EIF4EP3,1,0,0,2,2,0,1,0,0
ENSG00000244247.2|LINC01995,0,0,0,0,0,0,0,0,0
ENSG00000287941.1|ENSG00000287941,0,0,0,0,0,4,0,5,3
ENSG00000228766.3|RPL7L1P8,43,13,24,9,9,45,7,6,7
ENSG00000238837.3|LINC02031,4,0,0,0,0,4,0,0,0
ENSG00000260377.1|ENSG00000260377,2,0,0,3,2,6,2,0,5
ENSG00000240063.1|ENSG00000240063,0,0,3,5,3,8,0,0,4
ENSG00000270554.1|ENSG00000270554,0,0,0,3,2,0,2,0,0
ENSG00000058063.16|ATP11B,8131,4007,5061,1822,2053,5402,893,1230,1569
ENSG00000273261.1|ENSG00000273261,0,1,0,1,3,4,2,3,3
ENSG00000043093.15|DCUN1D1,2972,2413,3488,1400,1336,3209,835,1296,1946
ENSG00000244346.1|ENSG00000244346,4,1,6,4,8,9,6,17,3
ENSG00000243368.2|MCCC1-AS1,0,0,0,0,0,0,0,0,0
ENSG00000078070.14|MCCC1,2646,1001,1266,549,501,2152,464,573,654
ENSG00000078081.8|LAMP3,23,38,43,51,34,80,18,34,30
ENSG00000053524.13|MCF2L2,198,113,130,184,168,686,286,1032,1341
ENSG00000202502.1|RNA5SP151,0,0,0,1,0,1,1,1,0
ENSG00000176597.12|B3GNT5,2541,1680,3073,646,699,2514,479,576,719
ENSG00000240024.6|LINC00888,2147,1105,1203,777,785,1480,259,233,456
ENSG00000201229.1|SNORA63D,285,68,63,119,88,422,25,76,15
ENSG00000253092.1|ENSG00000253092,11,14,15,6,10,28,1,4,4
ENSG00000199363.1|SNORA63E,126,9,24,6,5,53,1,1,1
ENSG00000251730.1|ENSG00000251730,4,4,4,3,3,6,0,3,1
ENSG00000172578.12|KLHL6,5,7,21,23,9,58,10,11,17
ENSG00000242522.1|KLHL6-AS1,0,0,0,0,0,5,0,0,2
ENSG00000223358.5|EHHADH-AS1,0,0,0,0,0,0,0,0,0
ENSG00000113790.11|EHHADH,846,349,712,162,149,716,100,120,244
ENSG00000264614.1|MIR5588,0,0,0,0,0,0,0,0,1
ENSG00000073803.14|MAP3K13,5420,1837,3757,2000,2101,7289,965,1672,2168
ENSG00000163898.10|LIPH,139,99,37,14,7,99,0,3,15
ENSG00000187068.3|C3orf70,1642,218,585,105,110,846,609,639,1308
ENSG00000229704.1|EIF2S2P2,1,2,5,2,3,11,1,2,0
ENSG00000229638.1|RPL4P4,18161,4723,7474,4563,3580,10090,605,729,1633
ENSG00000163900.11|TMEM41A,2867,1022,1803,654,708,2464,278,603,539
ENSG00000286086.1|ENSG00000286086,29,7,7,11,0,67,8,9,18
ENSG00000163904.13|SENP2,4651,2333,3492,1417,1378,5354,1159,1329,1732
ENSG00000073792.16|IGF2BP2,16416,6028,5806,3007,3220,10491,839,2142,992
ENSG00000163915.7|IGF2BP2-AS1,0,0,0,2,0,5,0,2,0
ENSG00000265470.1|MIR548AQ,0,1,1,3,1,3,1,6,1
ENSG00000136527.19|TRA2B,18748,10528,20622,6508,5739,25627,2330,4971,4279
ENSG00000236489.1|ENSG00000236489,13,5,8,4,5,21,5,13,3
ENSG00000244405.8|ETV5,10413,5530,11129,730,659,3513,449,655,609
ENSG00000234197.1|ETV5-AS1,0,0,0,0,0,0,0,0,0
ENSG00000058866.15|DGKG,37,21,35,8,60,146,32,224,153
ENSG00000277118.1|Metazoa_SRP,5,6,4,0,0,3,3,9,1
ENSG00000213139.8|CRYGS,109,52,44,14,13,97,34,105,65
ENSG00000090520.12|DNAJB11,5018,1802,2751,1390,1038,4926,711,990,1040
ENSG00000197099.8|ENSG00000197099,4,0,3,13,1,18,3,4,12
ENSG00000145192.13|AHSG,459,31,6,5,0,167,3,4,11
ENSG00000275696.1|Metazoa_SRP,0,0,0,1,0,0,0,0,0
ENSG00000090512.12|FETUB,3,2,4,0,0,7,0,0,8
ENSG00000113905.5|HRG,15,0,1,1,4,11,5,4,7
ENSG00000225175.1|ENSG00000225175,0,0,0,1,0,1,3,0,0
ENSG00000226724.1|ENSG00000226724,0,0,0,0,0,0,1,0,2
ENSG00000113889.14|KNG1,18,0,0,5,0,1,0,2,0
ENSG00000226652.3|PSMD10P2,0,1,3,2,4,7,0,0,1
ENSG00000207505.1|RNU6-1105P,0,0,0,0,0,0,0,0,0
ENSG00000230951.1|GPS2P2,0,0,3,2,0,6,0,0,2
ENSG00000113838.13|TBCCD1,3057,941,1673,572,347,1823,357,412,412
ENSG00000283149.1|ENSG00000283149,6,0,0,0,0,0,0,0,2
ENSG00000283390.1|ENSG00000283390,119,79,76,16,32,70,6,7,15
ENSG00000243584.1|ENSG00000243584,0,0,0,0,0,0,0,0,0
ENSG00000233885.7|YEATS2-AS1,15,2,20,10,14,29,10,24,3
ENSG00000175193.14|PARL,2467,1165,2266,679,760,2118,294,399,624
ENSG00000234371.6|RPSAP31,15,3,5,3,2,7,0,2,0
ENSG00000263932.1|MIR4448,0,0,0,1,1,0,0,0,0
ENSG00000233441.6|CYP2AB1P,2,0,0,0,0,0,0,0,0
ENSG00000114770.17|ABCC5,3806,1818,1810,988,850,4676,808,2096,1467
ENSG00000223882.1|ABCC5-AS1,0,0,0,0,0,0,0,0,0
ENSG00000186090.11|HTR3D,0,0,0,0,0,0,0,0,0
ENSG00000178084.2|HTR3C,0,0,0,0,0,10,0,0,0
ENSG00000233576.1|HTR3C2P,0,0,0,0,0,0,0,0,0
ENSG00000207351.1|Y_RNA,0,0,0,0,0,0,0,0,0
ENSG00000238020.1|HTR3E-AS1,0,0,0,0,0,0,0,0,0
ENSG00000186038.9|HTR3E,0,0,0,0,0,0,0,0,2
ENSG00000205955.4|HSP90AA5P,0,0,0,0,0,0,4,0,4
ENSG00000272721.5|EIF2B5-DT,19,8,11,12,6,32,0,0,0
ENSG00000145191.15|EIF2B5,6245,2468,2553,1411,1238,4410,614,960,980
ENSG00000161202.20|DVL3,9725,3289,4234,2084,2299,9047,1650,2861,2201
ENSG00000161203.14|AP2M1,27817,8606,12114,5498,5723,17986,3681,3833,8103
ENSG00000161204.12|ABCF3,2874,1067,1658,898,814,3160,873,1196,1195
ENSG00000145198.15|VWA5B2,21,20,18,14,32,223,44,120,115
ENSG00000221120.1|MIR1224,0,0,0,1,0,1,0,0,0
ENSG00000214160.10|ALG3,2376,960,1061,482,538,1850,167,186,249
ENSG00000284917.1|EEF1AKMT4-ECE2,0,0,2,0,7,44,7,21,59
ENSG00000145194.19|ECE2,0,0,0,0,2,7,1,14,1
ENSG00000175166.17|PSMD2,29496,8244,13450,5038,4601,19568,2917,2814,4861
ENSG00000114867.22|EIF4G1,38237,15477,20501,6739,6797,30711,4498,5785,6866
ENSG00000114859.16|CLCN2,2658,817,1447,714,1228,3238,230,562,313
ENSG00000090534.20|THPO,26,19,25,7,12,60,9,11,6
ENSG00000090539.15|CHRD,249,193,131,138,220,724,35,116,79
ENSG00000224153.3|LINC02054,0,6,0,7,3,21,0,0,3
ENSG00000283625.1|ENSG00000283625,0,0,0,0,0,8,0,0,0
ENSG00000227509.1|LINC01839,0,0,0,0,0,0,0,0,0
ENSG00000230215.1|LINC01840,0,0,0,0,0,5,0,0,0
ENSG00000272970.4|ENSG00000272970,344,250,206,107,170,713,388,264,691
ENSG00000229433.2|LINC02069,0,0,0,0,0,0,0,0,0
ENSG00000288576.1|ENSG00000288576,0,0,0,3,0,3,0,9,0
ENSG00000156931.16|VPS8,6991,2790,3183,1852,1783,6013,1781,2487,3081
ENSG00000114796.16|KLHL24,18300,7471,10032,5463,5706,14550,2315,2993,3932
ENSG00000163872.16|YEATS2,16767,5821,8044,3987,3916,12843,1746,2967,2631
ENSG00000283765.1|ENSG00000283765,541,0,181,67,148,587,185,127,268
ENSG00000180834.8|MAP6D1,314,140,121,81,82,213,102,33,114
ENSG00000223529.1|EEF1A1P8,319,94,228,61,65,167,11,6,17
ENSG00000273181.1|ENSG00000273181,9,11,7,12,3,15,1,7,5
ENSG00000228205.1|ENSG00000228205,982,268,468,154,147,523,29,36,34
ENSG00000284753.2|EEF1AKMT4,346,105,138,98,89,414,30,16,16
ENSG00000163888.4|CAMK2N2,225,109,215,146,149,665,194,323,555
ENSG00000212158.1|SNORD66,5,1,1,3,3,8,2,6,1
ENSG00000175182.15|FAM131A,3283,831,1179,840,993,3197,477,785,743
ENSG00000163882.10|POLR2H,7929,1974,3747,1457,1847,4399,316,466,485
ENSG00000289500.1|ENSG00000289500,3,3,0,2,0,5,0,0,0
ENSG00000182580.3|EPHB3,5387,2815,1257,1146,1641,4224,1141,876,1373
ENSG00000177383.5|MAGEF1,5045,2773,3223,1166,1610,4883,769,1023,1622
ENSG00000273403.1|ENSG00000273403,41,21,11,8,7,71,50,12,50
ENSG00000272922.1|ENSG00000272922,16,7,0,5,4,20,17,9,15
ENSG00000231724.1|ENSG00000231724,0,0,0,0,0,0,0,0,0
ENSG00000231982.1|ENSG00000231982,0,0,0,0,0,0,0,0,0
ENSG00000232233.1|LINC02043,11,10,7,6,6,19,0,0,0
ENSG00000198491.3|ENSG00000198491,0,0,0,5,0,0,0,0,0
ENSG00000175077.6|RTP1,13,10,5,11,10,279,12,24,43
ENSG00000073849.16|ST6GAL1,6445,1715,2478,342,479,1950,225,352,585
ENSG00000163923.10|RPL39L,1436,475,534,81,147,473,57,62,35
ENSG00000223803.1|RPS20P14,642,451,643,222,322,433,47,42,63
ENSG00000233565.1|ENSG00000233565,4,1,0,1,0,1,0,0,0
ENSG00000127241.18|MASP1,3524,222,242,672,659,10015,1312,1059,2217
ENSG00000283175.1|ENSG00000283175,17,0,0,5,6,75,27,12,45
ENSG00000156976.17|EIF4A2,80300,24601,35684,16692,15032,51903,7774,6147,14097
ENSG00000163918.12|RFC4,5145,2234,3735,831,658,2808,290,326,411
ENSG00000263826.1|ENSG00000263826,55,30,30,31,17,165,17,13,21
ENSG00000238942.1|SNORD2,1,1,1,1,1,1,1,1,1
ENSG00000200418.1|SNORA63B,1,1,1,1,1,1,1,1,1
ENSG00000283958.1|MIR1248,1,1,1,1,1,1,1,1,1
ENSG00000221420.2|SNORA81,1,1,1,1,1,1,1,1,1
ENSG00000200320.1|SNORA63,3429,1879,1717,2951,1464,9647,597,833,39
ENSG00000263776.1|SNORA4,1,1,1,1,1,1,1,1,1
ENSG00000136514.3|RTP4,10,0,0,3,0,3,0,0,5
ENSG00000280270.1|ENSG00000280270,5,0,0,2,0,0,0,0,2
ENSG00000228952.1|LINC02041,7,0,2,0,0,6,0,0,0
ENSG00000198471.1|RTP2,0,0,0,0,0,4,0,2,0
ENSG00000228804.5|ENSG00000228804,0,0,0,0,0,0,0,0,0
ENSG00000113916.18|BCL6,864,428,466,353,200,945,146,718,296
ENSG00000285938.1|ENSG00000285938,26,16,0,20,7,31,0,0,0
ENSG00000289331.1|ENSG00000289331,2,4,5,4,4,12,5,6,6
ENSG00000224049.1|ENSG00000224049,0,0,0,0,0,0,0,0,0
ENSG00000157005.4|SST,42200,26,849,96,42,653,45,117,240
ENSG00000145012.14|LPP,10172,5784,6717,1263,1288,7052,1252,2837,2026
ENSG00000224563.1|LPP-AS1,0,0,0,0,0,0,0,0,0
ENSG00000270959.1|LPP-AS2,130,77,125,30,14,176,38,25,46
ENSG00000279891.1|FLJ42393,13,13,17,10,14,86,3,101,15
ENSG00000288794.1|ENSG00000288794,5,3,8,3,0,32,3,46,9
ENSG00000207651.1|MIR28,1,0,0,0,0,1,0,1,1
ENSG00000234076.1|TPRG1-AS1,0,0,0,0,0,8,0,0,0
ENSG00000188001.10|TPRG1,19,38,11,14,23,56,5,12,18
ENSG00000236182.1|ENSG00000236182,0,0,0,0,0,0,0,0,0
ENSG00000230115.1|TPRG1-AS2,1,0,0,0,0,0,0,0,0
ENSG00000073282.14|TP63,207,169,49,28,14,132,4,0,22
ENSG00000227971.1|ENSG00000227971,0,0,0,1,0,0,0,0,0
ENSG00000216058.1|MIR944,0,0,0,1,0,0,0,0,0
ENSG00000090530.10|P3H2,801,283,368,109,90,371,64,56,113
ENSG00000225764.3|P3H2-AS1,15,4,2,6,2,20,4,5,8
ENSG00000230077.1|MTAPP2,7,4,11,3,1,4,2,5,2
ENSG00000212489.1|RNU6-1109P,0,0,0,0,0,0,0,0,0
ENSG00000238077.1|NMNAT1P3,0,0,0,5,0,6,1,6,5
ENSG00000113946.4|CLDN16,0,3,3,0,0,4,0,0,5
ENSG00000163347.6|CLDN1,172,117,270,123,22,492,142,29,77
ENSG00000196083.10|IL1RAP,471,170,228,183,168,269,199,158,239
ENSG00000273370.1|ENSG00000273370,0,0,0,0,1,1,1,1,1
ENSG00000231047.1|GCNT1P3,1,0,2,0,0,3,3,0,2
ENSG00000223117.1|RN7SKP296,6,0,0,0,1,0,0,3,2
ENSG00000214147.2|ENSG00000214147,3,0,0,0,0,1,0,2,3
ENSG00000205835.9|GMNC,346,207,220,42,8,492,0,7,6
ENSG00000188729.7|OSTN,5,6,7,6,13,53,0,0,7
ENSG00000233308.2|OSTN-AS1,0,0,0,0,0,0,0,0,0
ENSG00000188958.10|UTS2B,21,11,58,6,200,59,15,8,17
ENSG00000152492.15|CCDC50,13808,5711,11546,3545,4132,10600,2090,3000,5054
ENSG00000223812.8|ENSG00000223812,12,1,9,13,5,12,2,8,4
ENSG00000253548.1|PYDC2,0,1,0,2,0,4,0,2,0
ENSG00000114279.15|FGF12,1040,251,806,270,143,611,477,573,2289
ENSG00000231383.2|FGF12-AS1,0,0,0,0,0,0,0,0,0
ENSG00000230126.1|FGF12-AS2,0,0,1,0,0,4,0,0,0
ENSG00000226709.1|FGF12-AS3,0,1,1,0,0,10,0,0,0
ENSG00000238902.1|ENSG00000238902,0,0,0,0,0,0,0,2,0
ENSG00000289165.1|ENSG00000289165,0,0,0,0,0,0,0,0,0
ENSG00000200184.1|RNU1-20P,0,0,0,1,0,0,0,0,0
ENSG00000180611.7|MB21D2,1257,533,517,394,944,1034,240,355,854
ENSG00000232130.1|ENSG00000232130,0,0,0,0,0,0,0,0,0
ENSG00000236229.1|VEZF1P1,93,33,45,27,27,57,8,18,16
ENSG00000127252.7|PLAAT1,183,79,75,31,88,113,16,42,36
ENSG00000187527.12|ATP13A5,0,11,0,2,0,18,0,6,0
ENSG00000236508.1|ATP13A5-AS1,8,0,0,0,0,3,0,0,0
ENSG00000214146.3|LINC02026,0,2,0,0,1,2,0,0,0
ENSG00000238043.1|ENSG00000238043,0,0,0,0,0,0,0,0,0
ENSG00000224403.1|DPPA2P3,0,0,0,3,0,0,0,0,0
ENSG00000230102.8|LINC02028,11,8,14,12,18,43,5,3,2
ENSG00000276407.5|ENSG00000276407,0,0,0,0,0,0,0,0,0
ENSG00000232874.1|ENSG00000232874,0,4,2,0,0,0,0,0,0
ENSG00000289385.1|ENSG00000289385,1,2,3,2,3,8,0,1,1
ENSG00000114315.4|HES1,4822,2436,3091,545,1007,3923,281,359,468
ENSG00000127249.15|ATP13A4,139,135,41,71,70,429,41,176,66
ENSG00000225473.1|ATP13A4-AS1,0,0,0,0,0,0,0,0,0
ENSG00000198836.11|OPA1,14224,6716,10141,3514,4600,12141,2437,3682,6611
ENSG00000224855.5|OPA1-AS1,0,0,0,0,0,0,0,0,0
ENSG00000243991.3|RN7SL447P,0,0,0,0,0,0,0,0,0
ENSG00000223986.1|ENSG00000223986,0,0,0,0,0,0,0,0,0
ENSG00000286624.1|ENSG00000286624,0,0,0,0,0,0,0,0,0
ENSG00000287206.1|ENSG00000287206,0,0,0,0,0,5,0,0,0
ENSG00000229155.2|LINC02038,0,11,0,0,0,0,0,0,3
ENSG00000236297.1|ENSG00000236297,40,8,28,11,1,52,9,13,11
ENSG00000207370.1|Y_RNA,4,8,9,8,5,21,2,11,5
ENSG00000242201.3|RN7SL215P,1,2,2,0,0,3,0,0,0
ENSG00000225742.6|LINC02036,19,9,17,19,4,47,5,0,24
ENSG00000238097.3|LINC02037,0,2,2,0,0,8,0,0,2
ENSG00000214145.8|LINC00887,0,0,0,0,3,12,0,0,0
ENSG00000286317.1|ENSG00000286317,0,0,0,0,0,0,0,0,0
ENSG00000178772.7|CPN2,3,0,0,0,3,6,0,0,0
ENSG00000172061.9|LRRC15,3,0,0,7,0,79,0,0,2
ENSG00000178732.6|GP5,51,3,17,13,3,466,2,16,14
ENSG00000133657.17|ATP13A3,7442,5695,8302,2652,2872,10181,1618,4133,3324
ENSG00000271483.1|ENSG00000271483,0,0,0,0,0,0,0,0,0
ENSG00000233058.3|LINC00884,199,75,91,46,23,186,84,106,130
ENSG00000244675.2|ENSG00000244675,0,0,0,3,0,0,3,3,2
ENSG00000232873.1|RPL23AP93,0,0,0,0,0,0,0,0,0
ENSG00000231770.7|TMEM44-AS1,350,142,304,173,123,632,75,113,93
ENSG00000145014.18|TMEM44,1201,391,387,114,132,641,86,299,235
ENSG00000233987.2|ENSG00000233987,0,0,0,0,0,0,0,3,0
ENSG00000287073.1|ENSG00000287073,0,0,0,0,0,0,0,0,0
ENSG00000237222.4|LINC01968,9,11,5,7,6,32,0,4,6
ENSG00000234805.1|ENSG00000234805,0,0,2,1,0,0,0,0,2
ENSG00000230401.1|LINC01972,0,0,0,0,0,7,0,0,0
ENSG00000288979.1|ENSG00000288979,21,11,18,4,3,26,5,12,13
ENSG00000229334.1|ENSG00000229334,36,14,42,3,4,18,0,0,5
ENSG00000272707.1|ENSG00000272707,7,7,12,6,5,9,1,4,5
ENSG00000041802.11|LSG1,6101,2099,4654,1470,1272,6744,1004,1252,1400
ENSG00000185112.6|FAM43A,581,58,223,106,56,619,240,55,131
ENSG00000236844.1|ENSG00000236844,17,8,18,4,4,11,1,2,2
ENSG00000189058.9|APOD,90,0,30,0,2,17,0,0,9
ENSG00000224769.1|MUC20P1,27,9,23,12,6,104,11,56,37
ENSG00000173950.16|XXYLT1,5467,1956,2423,596,910,2671,627,545,1049
ENSG00000233303.1|XXYLT1-AS1,0,0,0,0,0,0,0,0,0
ENSG00000230266.1|XXYLT1-AS2,0,0,0,0,0,0,0,0,0
ENSG00000227433.1|ENSG00000227433,0,0,0,0,0,0,0,0,0
ENSG00000114331.16|ACAP2,7465,4985,5936,2748,2083,6520,1734,2805,2365
ENSG00000184203.8|PPP1R2,2767,1771,2944,1688,1585,3878,1103,1254,2571
ENSG00000223711.2|ENSG00000223711,5,3,9,0,0,29,0,5,7
ENSG00000265333.1|MIR3137,1,0,0,0,1,4,0,2,0
ENSG00000244314.3|RN7SL36P,3,3,3,2,0,10,0,9,0
ENSG00000206600.1|RNU6-25P,5,1,3,11,5,14,1,1,1
ENSG00000287005.1|ENSG00000287005,9,2,10,1,2,47,10,0,12
ENSG00000229325.1|ACAP2-IT1,7,19,16,22,29,45,44,131,75
ENSG00000207368.1|Y_RNA,2,1,2,2,0,5,0,5,0
ENSG00000252620.1|RNU6ATAC24P,7,1,2,2,0,9,1,4,0
ENSG00000282206.1|ENSG00000282206,0,0,0,0,0,0,0,0,0
ENSG00000271662.1|ENSG00000271662,5,3,4,4,0,5,3,0,3
ENSG00000145113.22|MUC4,0,10,0,38,6,58,0,7,25
ENSG00000242086.8|MUC20-OT1,2411,1026,2216,797,546,5106,807,1993,1247
ENSG00000283426.1|SMBD1P,0,0,0,0,0,0,0,0,0
ENSG00000176945.18|MUC20,188,71,89,67,47,364,61,576,137
ENSG00000229178.1|ENSG00000229178,17,19,11,14,9,83,11,8,11
ENSG00000215837.7|SDHAP2,32,28,0,40,0,180,0,63,0
ENSG00000207650.1|MIR570,6,3,7,1,1,17,3,11,5
ENSG00000286017.1|ENSG00000286017,0,0,2,0,0,0,0,3,0
ENSG00000223783.1|LINC01983,0,0,0,0,0,0,0,0,6
ENSG00000235836.1|KIF3AP1,0,0,0,0,0,0,0,2,1
ENSG00000061938.21|TNK2,2067,905,598,523,710,3007,350,1021,448
ENSG00000276489.1|MIR6829,0,0,0,1,1,1,0,1,0
ENSG00000286004.1|ENSG00000286004,0,0,0,5,0,4,0,0,3
ENSG00000224614.2|TNK2-AS1,20,4,13,11,3,126,5,5,5
ENSG00000260261.2|ENSG00000260261,197,207,239,159,163,712,117,505,97
ENSG00000286168.2|ENSG00000286168,0,0,0,0,0,0,0,0,0
ENSG00000072274.13|TFRC,14757,5932,9792,11571,6807,15047,3251,1643,2372
ENSG00000228413.1|ENSG00000228413,0,0,0,0,0,0,0,0,0
ENSG00000252174.1|RNU7-18P,0,0,0,0,0,0,0,0,0
ENSG00000289219.1|ENSG00000289219,0,0,0,2,0,0,0,0,2
ENSG00000224652.3|LINC00885,0,0,0,2,0,30,0,0,0
ENSG00000163958.14|ZDHHC19,12,0,0,6,0,14,0,11,0
ENSG00000222335.1|Y_RNA,0,0,0,0,0,0,0,0,0
ENSG00000163959.10|SLC51A,17,7,1,0,1,11,0,1,0
ENSG00000161217.12|PCYT1A,3821,1616,2958,1251,1132,5106,1105,1675,1469
ENSG00000228028.2|ENSG00000228028,0,2,0,0,0,2,0,6,0
ENSG00000235897.1|TM4SF19-AS1,18,15,9,14,4,46,6,9,7
ENSG00000145107.16|TM4SF19,0,0,0,0,0,7,0,0,0
ENSG00000212146.1|RNU6-910P,0,0,0,0,0,0,1,0,1
ENSG00000243339.3|RN7SL738P,0,0,0,0,0,0,0,0,0
ENSG00000226345.1|ENSG00000226345,0,0,0,0,0,0,0,0,0
ENSG00000214097.5|SMCO1,0,2,7,3,0,0,0,0,0
ENSG00000213358.3|ENSG00000213358,0,3,0,0,0,0,0,0,0
ENSG00000185798.8|WDR53,588,260,484,146,129,496,69,166,112
