gene_id,ERR4198627,ERR4198629,ERR4198630,ERR4198632,ERR4198634,ERR4198636,ERR4198638,ERR4198640,ERR4198642
ENSG00000234354.3|RPS26P47,652,246,1389,117,153,1474,41,37,259
ENSG00000237082.1|COX5BP6,28,42,38,3,20,61,5,13,13
ENSG00000289594.1|ENSG00000289594,26,49,83,17,57,198,9,21,20
ENSG00000250878.4|METTL21EP,0,7,3,0,2,22,8,28,16
ENSG00000272542.1|ENSG00000272542,0,3,1,4,3,0,2,8,3
ENSG00000134901.13|POGLUT2,2917,992,1397,433,288,953,113,140,108
ENSG00000270181.3|BIVM-ERCC5,172,0,0,0,0,0,0,918,18
ENSG00000134897.14|BIVM,3469,1254,1400,997,560,2761,841,785,1787
ENSG00000134899.24|ERCC5,5700,2559,2925,1516,1523,6367,701,1031,1408
ENSG00000226620.8|LINC00343,0,0,0,8,2,1,0,0,5
ENSG00000284966.3|ENSG00000284966,6,0,4,13,0,29,5,0,5
ENSG00000125266.8|EFNB2,24186,4363,17902,2973,1884,13711,1010,1745,2265
ENSG00000274204.1|ENSG00000274204,78,25,22,18,8,118,3,37,11
ENSG00000272274.3|LINC00551,52,23,9,25,13,13,3,9,3
ENSG00000230156.3|LINC00443,3,0,0,0,0,0,0,0,0
ENSG00000227590.2|ATP5MC1P5,0,0,2,0,0,0,0,0,0
ENSG00000134884.15|ARGLU1,9908,6024,9230,3822,3105,11636,1535,3618,2989
ENSG00000174408.8|PPIAP24,2,0,1,0,0,5,0,0,0
ENSG00000221650.1|MIR1267,0,1,1,2,2,5,2,20,1
ENSG00000286343.1|ENSG00000286343,0,0,0,0,0,0,0,0,0
ENSG00000204442.4|NALF1,878,546,363,267,345,1212,345,1069,1513
ENSG00000201847.1|SNORD31B,1,0,0,0,1,0,0,11,2
ENSG00000276740.1|ENSG00000276740,45,21,19,23,24,74,22,133,98
ENSG00000227248.1|NALF1-IT1,2,8,1,11,5,58,5,161,21
ENSG00000274718.1|ENSG00000274718,23,23,10,8,10,58,9,61,60
ENSG00000283384.1|ENSG00000283384,3,0,0,2,0,3,0,0,0
ENSG00000174405.15|LIG4,2163,1303,1814,899,730,2812,532,764,1081
ENSG00000102524.12|TNFSF13B,54,20,39,23,6,40,4,13,5
ENSG00000223177.1|RNA5SP39,0,0,0,0,0,0,0,0,0
ENSG00000139826.6|ABHD13,1244,1071,1912,824,862,2026,411,657,726
ENSG00000277246.1|ENSG00000277246,2,3,5,5,0,5,0,6,7
ENSG00000041515.16|MYO16,1996,983,566,479,761,1159,575,744,1086
ENSG00000229938.1|MYO16-AS2,0,0,0,0,0,0,0,0,0
ENSG00000236242.1|MYO16-AS1,0,0,0,0,0,0,0,0,0
ENSG00000285534.1|ENSG00000285534,0,0,0,0,0,15,0,0,0
ENSG00000234854.1|LINC00676,0,0,0,0,0,0,0,0,0
ENSG00000275741.1|ENSG00000275741,0,2,0,3,0,1,0,0,0
ENSG00000275248.1|ENSG00000275248,0,0,0,0,0,1,1,5,0
ENSG00000185950.9|IRS2,2221,1017,1197,641,590,3336,877,1493,1112
ENSG00000201161.1|RN7SKP10,3,0,0,0,1,2,0,0,1
ENSG00000275830.3|ENSG00000275830,0,0,0,4,3,4,4,5,6
ENSG00000276269.1|ENSG00000276269,0,0,0,0,0,0,0,0,2
ENSG00000231428.2|LINC00396,0,0,0,0,0,0,0,0,0
ENSG00000279965.1|ENSG00000279965,0,2,0,5,0,29,7,17,15
ENSG00000265885.2|RN7SL783P,1,0,0,0,0,2,0,0,0
ENSG00000275989.2|ENSG00000275989,0,0,0,0,0,0,0,0,0
ENSG00000225760.2|LINC00431,17,4,21,3,2,62,1,2,8
ENSG00000204398.5|ENSG00000204398,0,2,0,2,0,2,0,25,5
ENSG00000215881.3|LINC02337,0,0,0,3,0,0,0,0,0
ENSG00000225870.1|LINC00368,0,0,0,0,0,0,0,0,0
ENSG00000286824.1|ENSG00000286824,0,0,4,3,0,11,0,4,9
ENSG00000227352.1|ARHGEF7-AS1,0,0,0,0,0,0,0,0,0
ENSG00000274614.1|ENSG00000274614,0,0,0,0,0,5,0,0,0
ENSG00000102606.19|ARHGEF7,8326,3478,4369,2335,2429,9371,2261,4493,5235
ENSG00000153495.11|TEX29,19,0,0,6,0,18,0,9,4
ENSG00000235875.3|ARHGEF7-AS2,90,50,81,26,34,213,21,32,44
ENSG00000233644.1|ARHGEF7-IT1,17,11,16,8,15,36,7,30,12
ENSG00000285856.1|ENSG00000285856,20,7,22,11,8,20,0,9,3
ENSG00000226903.2|LINC00354,31,27,17,22,26,94,18,72,20
ENSG00000187498.16|COL4A1,22378,6539,7298,3335,2030,7286,1187,1466,1803
ENSG00000134871.19|COL4A2,54281,16880,20669,5338,5020,17952,1481,2409,2049
ENSG00000276765.1|MIR8073,0,0,1,0,1,0,1,0,0
ENSG00000224821.5|COL4A2-AS2,0,0,2,0,0,0,0,0,0
ENSG00000232814.2|COL4A2-AS1,0,0,0,0,0,0,0,0,0
ENSG00000289010.1|ENSG00000289010,0,0,2,0,1,0,0,0,0
ENSG00000213995.12|NAXD,4790,1627,2336,1094,1154,2806,719,823,1113
ENSG00000134905.17|CARS2,3352,1312,1819,712,672,2691,403,821,489
ENSG00000153487.13|ING1,2329,817,1298,679,514,1771,186,279,335
ENSG00000259831.1|LINC00567,0,0,0,3,0,2,0,0,0
ENSG00000255874.3|PRECSIT,12,6,15,19,9,57,11,28,19
ENSG00000279237.1|ENSG00000279237,2,6,3,2,0,6,0,10,1
ENSG00000139832.5|RAB20,314,86,43,262,374,121,4,9,9
ENSG00000275880.1|ENSG00000275880,30,5,15,12,19,43,10,7,15
ENSG00000225239.1|RPL21P107,1,0,0,3,0,0,0,0,7
ENSG00000088448.14|ANKRD10,6445,3318,4582,2113,1845,6860,1018,2882,1763
ENSG00000229152.2|ANKRD10-IT1,119,168,177,108,90,233,46,280,92
ENSG00000277767.1|ENSG00000277767,54,28,53,49,25,147,34,47,31
ENSG00000227105.1|PARP1P1,13,5,6,9,1,13,3,3,1
ENSG00000224243.2|SOX1-OT,245,142,130,82,80,458,428,1614,431
ENSG00000182968.5|SOX1,7907,5030,6887,1093,1362,5004,1109,2166,798
ENSG00000260385.1|ENSG00000260385,3,10,2,2,1,15,12,345,19
ENSG00000229520.2|LINC00404,198,95,144,27,24,216,28,4,17
ENSG00000260343.1|LINC01043,46,0,33,6,0,10,8,0,4
ENSG00000223626.1|LINC01044,15,17,0,0,0,0,0,0,0
ENSG00000126216.15|TUBGCP3,3476,1309,1924,901,877,3269,442,1264,655
ENSG00000277159.1|ENSG00000277159,72,52,72,25,18,80,14,19,18
ENSG00000057593.14|F7,30,32,51,9,11,37,11,24,17
ENSG00000126231.15|PROZ,0,5,0,0,0,0,0,0,0
ENSG00000269125.1|ENSG00000269125,2,0,1,0,0,7,3,3,0
ENSG00000126218.12|F10,215,77,35,6,25,36,9,0,0
ENSG00000231882.1|F10-AS1,0,0,0,0,0,0,0,0,0
ENSG00000230371.1|KARS1P2,9,5,0,2,2,3,3,0,0
ENSG00000283828.1|ENSG00000283828,22,16,11,7,6,87,0,12,13
ENSG00000274922.2|ENSG00000274922,59,117,64,17,68,57,16,18,3
ENSG00000068650.19|ATP11A,4615,2107,2111,614,970,4586,277,1275,368
ENSG00000232684.1|ATP11A-AS1,0,0,0,0,0,0,0,0,0
ENSG00000126217.21|MCF2L,3928,1965,2198,890,1228,4572,771,2967,1939
ENSG00000269356.1|ENSG00000269356,0,2,3,4,1,14,0,10,2
ENSG00000277545.1|ENSG00000277545,2,2,0,0,2,4,0,3,0
ENSG00000267868.1|ENSG00000267868,42,20,25,15,17,104,11,24,42
ENSG00000235280.2|MCF2L-AS1,40,16,40,14,23,83,8,26,32
ENSG00000289354.1|ENSG00000289354,3,5,6,5,4,20,5,12,18
ENSG00000269376.1|ENSG00000269376,2,0,3,0,0,9,1,11,1
ENSG00000198176.13|TFDP1,6233,2845,4570,996,854,4468,656,886,1037
ENSG00000186009.5|ATP4B,0,0,0,0,0,8,0,0,0
ENSG00000126226.22|PCID2,4479,1822,2993,1036,890,3093,483,854,623
ENSG00000139842.15|CUL4A,7135,3314,5847,1409,1134,5360,927,1493,1147
ENSG00000276434.1|ENSG00000276434,0,9,4,5,1,6,0,7,1
ENSG00000225083.2|GRTP1-AS1,1,0,0,0,0,10,0,0,0
ENSG00000153531.15|ADPRHL1,279,40,128,63,30,393,69,60,55
ENSG00000150401.15|DCUN1D2,1582,907,984,442,512,1729,191,568,443
ENSG00000233613.5|DCUN1D2-AS,5,0,12,0,0,6,0,0,0
ENSG00000150403.18|TMCO3,5036,1962,2638,1197,1034,4581,892,1178,1467
ENSG00000277942.1|MIR8075,2,3,1,1,1,13,3,4,2
ENSG00000232662.2|LDHBP1,1,2,3,3,0,8,0,7,3
ENSG00000185896.11|LAMP1,11958,4712,5888,3048,2953,9089,2303,2225,2742
ENSG00000139835.14|GRTP1,327,303,176,62,61,333,11,44,16
ENSG00000202347.1|RNU1-16P,3,8,4,7,1,12,3,13,1
ENSG00000276916.1|ENSG00000276916,38,18,18,10,13,38,6,35,10
ENSG00000276248.1|ENSG00000276248,219,147,87,44,75,263,12,219,49
ENSG00000185974.7|GRK1,29,17,3,14,3,30,5,9,4
ENSG00000279770.1|LINC00552,3,6,7,2,0,20,0,0,0
ENSG00000184497.13|TMEM255B,69,18,8,16,0,65,0,0,34
ENSG00000233695.2|GAS6-AS1,18,0,10,19,7,207,11,0,8
ENSG00000183087.15|GAS6,3547,952,693,427,349,2234,293,642,466
ENSG00000272695.2|GAS6-DT,86,13,23,31,15,108,33,29,72
ENSG00000229373.9|LINC00452,0,0,0,3,0,4,0,0,0
ENSG00000260910.2|LINC00565,23,6,16,20,13,69,41,56,51
ENSG00000283199.3|C13orf46,26,7,13,0,8,52,10,48,13
ENSG00000185989.11|RASA3,4394,1065,1958,642,867,3568,648,824,985
ENSG00000232487.1|RASA3-IT1,7,1,3,2,1,9,0,5,2
ENSG00000226158.1|CLCP2,2,1,4,2,2,10,2,14,7
ENSG00000283361.2|CFAP97D2,4,0,0,0,0,24,0,3,0
ENSG00000283347.1|ENSG00000283347,0,0,0,0,0,0,0,0,0
ENSG00000169062.15|UPF3A,1125,1091,1126,403,656,2358,399,1338,749
ENSG00000130177.16|CDC16,4202,1617,3246,1436,1411,4945,745,1607,1313
ENSG00000264539.1|MIR548AR,1,5,5,3,3,4,1,2,1
ENSG00000265450.1|MIR4502,3,0,1,0,0,2,2,2,1
ENSG00000285672.1|ENSG00000285672,2,0,0,7,0,0,0,0,2
ENSG00000198824.7|CHAMP1,3290,2201,3182,873,971,3252,476,1638,815
ENSG00000229723.1|LINC01054,0,0,0,0,0,0,0,0,0
ENSG00000260615.1|RPL23AP97,44,16,46,4,6,43,12,7,17
ENSG00000257171.2|ENSG00000257171,1,3,1,1,0,2,0,2,2
ENSG00000258233.1|ARHGAP42P5,1,0,0,1,0,1,2,0,1
ENSG00000257504.1|LINC02297,0,0,0,0,0,0,0,0,2
ENSG00000257644.1|ENSG00000257644,0,0,0,1,0,0,1,0,0
ENSG00000258364.1|ENSG00000258364,0,0,0,0,0,0,0,0,0
ENSG00000258076.1|ENSG00000258076,0,0,0,0,0,0,0,0,1
ENSG00000257175.2|ENSG00000257175,141,60,116,21,26,93,18,9,22
ENSG00000257731.2|ENSG00000257731,1,1,3,2,0,1,0,0,0
ENSG00000257635.2|ENSG00000257635,28,7,6,4,2,2,1,0,3
ENSG00000277529.1|NF1P10,4,2,0,0,3,0,0,0,0
ENSG00000277367.1|NEK2P1,25,8,10,4,2,3,1,0,4
ENSG00000278143.1|NF1P7,0,0,0,0,0,0,0,0,0
ENSG00000222036.8|POTEM,17,6,8,2,5,34,2,15,9
ENSG00000275563.1|ENSG00000275563,0,0,0,2,0,0,0,0,0
ENSG00000212612.1|RNU6-1239P,0,0,0,0,1,1,0,0,0
ENSG00000225210.10|DUXAP9,6,2,1,6,0,4,2,1,5
ENSG00000286614.1|ENSG00000286614,0,1,0,2,0,1,0,0,2
ENSG00000277128.2|ENSG00000277128,0,0,0,5,3,0,2,0,7
ENSG00000277710.2|NBEAP5,0,0,0,0,0,0,0,0,0
ENSG00000278594.1|ENSG00000278594,27,7,12,6,5,17,3,2,3
ENSG00000258781.3|CDRT15P13,1,0,1,0,0,1,0,0,1
ENSG00000285990.1|NBEAP6,0,0,0,0,0,0,0,0,0
ENSG00000257310.1|ENSG00000257310,0,0,0,2,0,0,2,0,2
ENSG00000244306.11|DUXAP10,5,4,1,19,1,8,6,3,18
ENSG00000228294.6|BMS1P17,0,0,0,1,0,0,0,0,0
ENSG00000287515.1|ENSG00000287515,0,0,1,2,0,1,1,0,3
ENSG00000277156.1|TOMM40P1,39,11,19,8,9,23,6,2,3
ENSG00000187537.13|POTEG,2,3,4,1,2,12,0,4,6
ENSG00000276888.1|ENSG00000276888,0,0,0,1,0,0,0,0,0
ENSG00000212516.1|RNU6-1268P,0,0,0,0,1,1,0,0,0
ENSG00000273639.6|ENSG00000273639,0,1,0,0,1,0,0,1,1
ENSG00000273558.1|ENSG00000273558,0,0,0,1,0,1,1,0,1
ENSG00000258324.2|ENSG00000258324,0,0,0,0,0,0,0,0,1
ENSG00000257493.1|ENSG00000257493,0,0,0,1,1,0,0,0,0
ENSG00000257751.2|ENSG00000257751,0,0,0,0,0,0,0,0,0
ENSG00000259069.1|ENSG00000259069,0,0,0,0,0,0,0,0,1
ENSG00000257395.1|ENSG00000257395,0,0,0,0,1,1,1,0,2
ENSG00000258027.2|NF1P4,2,0,0,0,0,0,0,0,0
ENSG00000274649.1|ENSG00000274649,1,0,1,0,1,0,0,0,2
ENSG00000278184.1|NF1P11,6,2,3,3,4,10,1,2,2
ENSG00000257432.1|ENSG00000257432,8,1,4,2,1,2,1,0,4
ENSG00000257846.2|ENSG00000257846,3,1,3,1,0,3,2,3,0
ENSG00000257884.2|ENSG00000257884,101,30,69,9,13,59,7,8,17
ENSG00000258080.1|ARHGAP42P4,1,0,1,5,0,2,2,0,2
ENSG00000258818.4|RNASE4,572,322,290,123,90,294,32,103,53
ENSG00000214274.10|ANG,377,127,100,52,31,374,7,23,11
ENSG00000258451.1|EGILA,0,0,0,1,0,4,0,3,0
ENSG00000259171.1|ENSG00000259171,213,0,0,0,0,91,0,0,0
ENSG00000259144.2|RANBP20P,18,7,8,6,7,16,3,3,3
ENSG00000181552.4|EDDM3B,0,0,0,3,2,0,0,0,0
ENSG00000169413.3|RNASE6,0,3,0,0,0,0,0,0,0
ENSG00000258810.1|ENSG00000258810,0,0,0,0,0,0,0,0,0
ENSG00000129538.14|RNASE1,61,105,3,0,0,23,0,0,0
ENSG00000258642.1|ENSG00000258642,0,0,0,0,0,0,0,2,0
ENSG00000258918.1|ENSG00000258918,0,0,0,0,0,0,0,0,0
ENSG00000258772.1|ENSG00000258772,0,0,0,0,0,0,0,0,0
ENSG00000136315.5|RNASE2CP,0,0,0,0,0,0,0,0,0
ENSG00000136319.12|TTC5,4884,1788,2364,1078,1160,3330,539,1185,901
ENSG00000258459.1|ENSG00000258459,0,0,0,0,0,0,0,0,0
ENSG00000100814.18|CCNB1IP1,22026,7640,11343,2698,3035,9151,433,452,720
ENSG00000287735.1|ENSG00000287735,0,0,0,0,0,0,0,0,0
ENSG00000254846.1|ENSG00000254846,0,0,0,0,0,0,0,0,0
ENSG00000129566.13|TEP1,4283,1745,978,375,627,2122,329,857,420
ENSG00000200225.1|RNA5SP382,0,0,0,1,0,0,0,0,1
ENSG00000185271.9|KLHL33,13,0,5,8,4,23,8,4,8
ENSG00000259162.2|ENSG00000259162,0,0,0,0,0,3,0,0,0
ENSG00000258515.1|ENSG00000258515,0,0,0,0,0,1,0,0,0
ENSG00000100823.12|APEX1,15247,2608,6148,2074,1797,9032,1157,1255,1935
ENSG00000182545.6|RNASE10,2,0,2,0,0,1,0,0,3
ENSG00000258456.2|PTCD2P1,0,0,0,2,0,0,0,0,0
ENSG00000188655.10|RNASE9,0,0,0,3,0,0,0,0,0
ENSG00000259060.7|ENSG00000259060,0,0,0,2,0,0,0,0,0
ENSG00000173464.14|RNASE11,0,0,0,0,0,6,0,0,0
ENSG00000258573.6|ENSG00000258573,0,0,0,3,0,0,0,0,0
ENSG00000258436.1|RNASE12,0,0,0,0,0,0,0,0,0
ENSG00000239327.1|ENSG00000239327,0,0,0,0,0,0,0,0,0
ENSG00000258768.2|ENSG00000258768,125,92,122,53,58,245,63,313,179
ENSG00000222489.1|SNORA79B,2738,2050,1517,1247,1040,4000,59,121,26
ENSG00000238344.1|SNORD126,6,3,3,3,1,5,0,0,1
ENSG00000259001.3|ENSG00000259001,273554,301,10410,31711,2354,117541,4934,61,13
ENSG00000277209.1|RPPH1,1352511,300536,517682,384782,267937,862091,40208,69940,40289
ENSG00000129484.14|PARP2,3343,1124,1514,730,610,2618,410,819,794
ENSG00000092094.11|OSGEP,2236,1349,1823,767,827,2733,348,1600,559
ENSG00000165782.11|PIP4P1,2752,1227,1588,735,819,2747,410,576,813
ENSG00000198805.12|PNP,3224,1463,1849,385,402,3012,408,182,386
ENSG00000258908.1|ENSG00000258908,1,0,0,0,0,1,0,0,0
ENSG00000258863.1|SETP1,2,0,0,2,1,0,1,2,3
ENSG00000181803.3|OR6S1,1,0,0,1,0,0,0,0,0
ENSG00000258599.2|ENSG00000258599,4,3,5,3,0,12,0,5,0
ENSG00000240954.1|RPL4P1,8,3,3,3,0,8,0,1,0
ENSG00000211786.3|TRAV8-2,4,0,7,0,0,0,0,0,0
ENSG00000211787.1|TRAV8-3,2,3,0,0,0,0,0,0,0
ENSG00000256379.2|TRAV8-5,0,0,0,0,0,0,0,0,0
ENSG00000211798.3|TRAV18,0,2,2,0,0,0,0,0,0
ENSG00000258705.2|ENSG00000258705,3,0,0,1,2,0,0,0,1
ENSG00000211812.1|TRAV26-2,0,0,0,0,0,0,0,0,0
ENSG00000211813.2|TRAV34,0,0,0,0,0,0,0,0,0
ENSG00000211814.1|TRAV35,0,0,0,0,0,0,0,0,0
ENSG00000211815.3|TRAV36DV7,0,0,0,0,0,0,0,0,0
ENSG00000289495.1|ENSG00000289495,0,0,0,6,0,0,0,0,0
ENSG00000259068.1|TRAV37,0,0,0,0,0,0,0,0,0
ENSG00000211816.2|TRAV38-1,0,0,0,0,0,0,0,0,0
ENSG00000211817.2|TRAV38-2DV8,0,0,0,0,0,0,0,0,0
ENSG00000211818.1|TRAV39,0,0,0,0,0,0,0,0,0
ENSG00000211819.3|TRAV40,0,0,0,0,0,0,0,0,0
ENSG00000211820.1|TRAV41,0,0,0,0,0,2,0,0,0
ENSG00000256221.1|ENSG00000256221,0,0,0,0,0,0,0,0,0
ENSG00000251002.9|ENSG00000251002,37,6,12,14,12,58,11,7,12
ENSG00000259042.3|ENSG00000259042,0,0,0,0,0,0,0,0,0
ENSG00000211821.2|TRDV2,0,0,0,0,0,0,0,0,0
ENSG00000223997.1|TRDD1,0,0,0,0,0,0,0,0,0
ENSG00000237235.2|TRDD2,0,0,0,0,0,0,0,0,0
ENSG00000228985.1|TRDD3,0,0,1,0,0,1,0,0,0
ENSG00000211826.1|TRDJ4,0,0,0,1,0,1,0,1,0
ENSG00000211827.1|TRDJ2,0,0,0,0,0,0,0,0,0
ENSG00000211828.1|TRDJ3,0,0,0,0,0,2,0,0,0
ENSG00000256590.2|TRDV3,0,0,0,0,0,2,0,0,0
ENSG00000211831.2|TRAJ61,0,0,0,0,0,0,0,1,0
ENSG00000249446.2|TRAJ60,0,0,0,0,0,1,0,0,0
ENSG00000211832.2|TRAJ59,0,0,0,0,0,1,0,0,2
ENSG00000211833.1|TRAJ58,0,0,0,0,0,0,0,0,1
ENSG00000211834.1|TRAJ57,0,0,0,2,0,0,0,0,0
ENSG00000211835.1|TRAJ56,0,0,0,1,0,0,1,0,0
ENSG00000250688.1|TRAJ55,0,0,0,0,0,0,0,0,0
ENSG00000211836.1|TRAJ54,0,0,0,0,0,0,0,0,0
ENSG00000211837.1|TRAJ53,0,0,0,0,0,0,0,0,0
ENSG00000211838.1|TRAJ52,0,0,0,0,0,0,0,0,0
ENSG00000248366.1|TRAJ51,0,0,0,1,0,0,0,0,0
ENSG00000211839.1|TRAJ50,0,0,0,0,0,0,0,0,0
ENSG00000211841.1|TRAJ48,0,0,0,0,0,0,0,0,0
ENSG00000211842.1|TRAJ47,0,0,0,0,0,0,0,0,0
ENSG00000211843.1|TRAJ46,0,0,0,0,0,0,0,0,0
ENSG00000211844.1|TRAJ45,0,0,0,1,0,0,0,0,1
ENSG00000211845.1|TRAJ44,0,0,0,0,0,0,0,0,0
ENSG00000211846.1|TRAJ43,0,0,0,0,0,0,0,0,0
ENSG00000211847.1|TRAJ42,0,0,0,0,0,0,0,0,0
ENSG00000211848.1|TRAJ41,0,0,0,0,0,0,0,0,0
ENSG00000211849.1|TRAJ40,0,0,0,0,0,0,0,0,0
ENSG00000211850.1|TRAJ39,0,0,0,0,0,0,0,0,2
ENSG00000278661.1|TRAJ37,0,0,0,0,0,0,0,0,0
ENSG00000276699.1|TRAJ36,0,0,0,0,0,0,0,0,0
ENSG00000211854.1|TRAJ35,0,1,0,0,1,0,0,0,0
ENSG00000211855.1|TRAJ34,0,0,0,0,0,0,0,1,0
ENSG00000211856.1|TRAJ33,0,0,0,1,0,0,0,0,0
ENSG00000211857.1|TRAJ32,0,0,0,0,0,0,0,0,0
ENSG00000211858.1|TRAJ31,0,0,0,0,0,0,0,0,0
ENSG00000211859.1|TRAJ30,0,0,0,1,0,0,0,0,0
ENSG00000211860.1|TRAJ29,0,0,0,0,0,0,0,0,0
ENSG00000211863.1|TRAJ26,0,0,0,0,1,0,0,0,0
ENSG00000211864.2|TRAJ25,0,0,0,1,0,0,0,0,1
ENSG00000211865.1|TRAJ24,0,0,0,0,0,1,0,0,1
ENSG00000211866.1|TRAJ23,0,0,0,1,0,1,0,0,1
ENSG00000211867.1|TRAJ22,0,0,0,0,0,0,0,0,0
ENSG00000211868.1|TRAJ21,0,0,0,1,0,0,0,0,0
ENSG00000211869.1|TRAJ20,0,0,0,0,0,0,0,0,0
ENSG00000211870.1|TRAJ19,0,0,0,0,0,0,0,0,0
ENSG00000211871.1|TRAJ18,0,0,0,0,0,0,0,0,1
ENSG00000211872.1|TRAJ17,0,0,0,1,0,0,0,0,0
ENSG00000211873.1|TRAJ16,0,0,0,0,0,0,0,1,0
ENSG00000211875.1|TRAJ14,0,0,0,1,0,1,1,0,1
ENSG00000211876.1|TRAJ13,0,0,0,0,0,0,0,0,0
ENSG00000211877.1|TRAJ12,0,0,0,1,0,1,1,0,0
ENSG00000211878.1|TRAJ11,0,0,0,0,0,0,0,0,0
ENSG00000211879.1|TRAJ10,0,0,0,1,0,1,0,0,0
ENSG00000211880.1|TRAJ9,0,0,0,0,0,1,0,0,0
ENSG00000211881.1|TRAJ8,0,0,0,0,0,0,0,0,0
ENSG00000211882.1|TRAJ7,0,0,0,1,0,1,0,0,0
ENSG00000211883.1|TRAJ6,0,0,0,0,0,0,0,0,0
ENSG00000211884.1|TRAJ5,0,0,0,1,0,0,0,0,0
ENSG00000211885.1|TRAJ4,0,0,0,0,0,1,0,0,0
ENSG00000211887.2|TRAJ2,0,0,0,0,0,0,0,0,1
ENSG00000211888.2|TRAJ1,0,0,0,0,0,0,0,0,0
ENSG00000211825.1|TRDJ1,4,0,1,0,4,2,0,0,0
ENSG00000211829.9|TRDC,37,17,23,6,15,24,1,5,7
ENSG00000211840.1|TRAJ49,1,0,0,0,0,0,0,0,0
ENSG00000211851.1|TRAJ38,1,0,0,0,0,0,0,0,0
ENSG00000211861.1|TRAJ28,1,0,0,0,0,0,0,0,0
ENSG00000211862.1|TRAJ27,1,0,0,0,0,0,0,0,0
ENSG00000211886.1|TRAJ3,1,0,0,0,0,1,0,0,0
ENSG00000277734.8|TRAC,16,5,0,3,3,10,0,15,15
ENSG00000259054.1|LINC02332,0,0,0,0,0,0,0,0,0
ENSG00000259003.2|ENSG00000259003,0,0,0,0,0,0,0,0,0
ENSG00000258471.2|ENSG00000258471,17,0,0,2,4,20,0,4,12
ENSG00000165794.10|SLC39A2,7,4,9,3,3,21,4,10,5
ENSG00000165795.25|NDRG2,1919,585,954,270,367,1546,792,700,1106
ENSG00000284122.1|MIR6717,0,1,0,0,0,0,0,0,0
ENSG00000179636.15|TPPP2,0,2,4,7,3,17,0,0,3
ENSG00000258604.1|ENSG00000258604,0,6,0,0,0,6,0,0,4
ENSG00000255472.1|ENSG00000255472,0,0,0,0,0,0,0,0,3
ENSG00000206150.4|RNASE13,0,0,3,3,0,0,0,1,0
ENSG00000165799.5|RNASE7,0,0,0,0,0,4,0,0,2
ENSG00000173431.2|RNASE8,0,0,0,0,0,0,0,0,0
ENSG00000165804.16|ZNF219,11195,3315,2650,704,1015,3414,227,253,177
ENSG00000232070.9|TMEM253,66,33,67,28,14,89,14,19,26
ENSG00000178107.2|ENSG00000178107,0,0,0,0,0,0,0,0,0
ENSG00000258722.2|CKAP2P1,0,0,0,0,0,0,0,4,0
ENSG00000200102.1|RNU6-252P,0,0,0,0,0,0,0,0,2
ENSG00000169327.5|OR5AU1,6,0,9,14,9,5,4,5,6
ENSG00000092199.19|HNRNPC,142341,44239,68534,25284,20390,60218,8040,9753,13641
ENSG00000092200.13|RPGRIP1,0,0,0,6,0,13,0,3,0
ENSG00000100888.15|CHD8,30094,11425,14066,6261,6194,24095,4076,6446,7287
ENSG00000241035.2|ENSG00000241035,0,0,0,1,0,0,0,0,0
ENSG00000258870.1|EIF4EBP1P1,0,0,3,0,0,8,0,0,0
ENSG00000129472.15|RAB2B,4985,2045,2884,1587,1733,4444,747,999,1398
ENSG00000092203.15|TOX4,8574,3691,5745,2370,2204,8080,1299,2115,2348
ENSG00000169208.3|OR10G3,0,0,0,0,0,4,0,0,0
ENSG00000273586.2|OR10G1P,0,0,0,0,0,0,0,0,0
ENSG00000255569.1|TRAV1-1,0,0,0,0,0,0,0,0,0
ENSG00000255582.1|OR10G2,0,0,0,0,0,0,0,0,0
ENSG00000256553.1|TRAV1-2,0,0,0,0,0,0,2,0,0
ENSG00000255664.1|ARL6IP1P1,0,0,0,0,0,0,0,0,0
ENSG00000221977.3|OR4E2,0,0,0,0,0,0,0,0,0
ENSG00000276240.3|OR4E1,0,0,0,2,0,1,0,0,0
ENSG00000211776.2|TRAV2,0,0,0,0,0,3,0,0,0
ENSG00000248358.2|ENSG00000248358,0,0,0,0,0,0,0,0,0
ENSG00000165792.18|METTL17,5544,2440,3772,1326,1375,4169,516,881,683
ENSG00000165801.10|ARHGEF40,16029,5693,7314,1781,2014,8216,1216,1855,1189
ENSG00000259102.2|SMARCE1P3,9,3,8,5,1,12,0,1,1
ENSG00000258906.2|ENSG00000258906,3,0,0,3,1,0,0,2,2
ENSG00000258441.1|LINC00641,6470,4329,6049,1695,2517,8601,2119,4344,5376
ENSG00000092201.10|SUPT16H,27108,13545,20933,4913,5616,20479,2638,3918,4677
ENSG00000260830.1|ENSG00000260830,9,8,14,3,7,27,3,6,10
ENSG00000199436.1|SNORD9,18,8,10,4,10,56,1,17,2
ENSG00000200785.1|SNORD8,2,1,1,4,2,9,1,1,1
ENSG00000274475.1|RN7SL650P,1,1,1,1,1,1,1,1,1
ENSG00000165819.12|METTL3,8248,2968,4064,1382,1344,5078,786,1116,1130
ENSG00000165821.12|SALL2,41505,27302,26195,5375,7158,19778,3794,3206,5642
ENSG00000257096.1|ENSG00000257096,7,6,12,2,1,4,1,1,2
ENSG00000256737.1|RBBP4P5,20,14,17,3,5,21,3,1,1
ENSG00000256081.2|ENSG00000256081,3,0,0,0,0,0,0,0,0
ENSG00000256385.1|UBE2NP1,13,3,10,3,4,9,1,1,1
